job_id,workload,started_at,duration_minutes,result,data_size_gb,restore_tested,repository
BKP-6010,PKI,2026-05-12T04:00,73,Success,504,0,AWS Backup Vault
BKP-6011,File Services,2026-06-12T16:00,104,Success,271,0,SaaS Backup
BKP-6012,Linux Servers,2026-05-24T11:00,26,Success,190,0,SaaS Backup
BKP-6013,Linux Servers,2026-03-30T22:00,43,Success,46,1,AWS Backup Vault
BKP-6014,Active Directory,2026-06-27T14:00,75,Success,347,1,Immutable Repository
BKP-6015,Windows Servers,2026-03-25T13:00,82,Success,746,0,SaaS Backup
BKP-6016,Windows Servers,2026-07-26T01:00,14,Success,515,0,Primary Repository
BKP-6017,Active Directory,2026-01-14T02:00,148,Success,495,0,Immutable Repository
BKP-6018,Windows Servers,2026-05-19T11:00,58,Success,359,0,AWS Backup Vault
BKP-6019,PKI,2026-03-31T00:00,48,Failed,552,0,SaaS Backup
BKP-6020,File Services,2026-03-11T00:00,146,Success,43,0,AWS Backup Vault
BKP-6021,Microsoft 365,2026-05-02T07:00,120,Failed,570,0,Primary Repository
BKP-6022,Microsoft 365,2026-06-11T11:00,22,Success,643,1,AWS Backup Vault
BKP-6023,PKI,2026-03-02T17:00,43,Success,155,0,SaaS Backup
BKP-6024,Active Directory,2026-03-05T07:00,126,Success,347,0,Primary Repository
BKP-6025,PKI,2026-07-08T00:00,136,Success,150,0,Immutable Repository
BKP-6026,File Services,2026-04-04T15:00,131,Success,268,1,AWS Backup Vault
BKP-6027,Microsoft 365,2026-06-11T00:00,70,Success,541,0,Immutable Repository
BKP-6028,AWS RDS,2026-05-21T20:00,19,Success,355,0,Immutable Repository
BKP-6029,PKI,2026-06-11T23:00,123,Success,799,0,Primary Repository
BKP-6030,Microsoft 365,2026-04-16T13:00,17,Success,211,0,Immutable Repository
BKP-6031,Microsoft 365,2026-02-26T05:00,127,Success,599,0,Immutable Repository
BKP-6032,PKI,2026-05-30T22:00,138,Success,711,0,Immutable Repository
BKP-6033,PKI,2026-05-30T08:00,119,Success,459,0,AWS Backup Vault
BKP-6034,Windows Servers,2026-04-13T08:00,105,Success,478,0,Primary Repository
BKP-6035,PKI,2026-03-19T12:00,73,Success,699,1,AWS Backup Vault
BKP-6036,Active Directory,2026-04-10T07:00,19,Success,386,0,Immutable Repository
BKP-6037,Linux Servers,2026-05-19T11:00,33,Success,11,0,Primary Repository
BKP-6038,Windows Servers,2026-04-01T13:00,39,Success,356,1,Immutable Repository
BKP-6039,AWS RDS,2026-07-11T01:00,52,Success,566,0,AWS Backup Vault
BKP-6040,File Services,2026-04-18T06:00,93,Success,342,0,SaaS Backup
BKP-6041,Microsoft 365,2026-01-25T03:00,132,Success,305,1,SaaS Backup
BKP-6042,Microsoft 365,2026-01-25T02:00,160,Success,179,0,Primary Repository
BKP-6043,Microsoft 365,2026-06-13T21:00,112,Success,576,0,Immutable Repository
BKP-6044,AWS RDS,2026-04-28T07:00,126,Success,75,0,Primary Repository
BKP-6045,PKI,2026-07-03T13:00,57,Success,206,0,SaaS Backup
BKP-6046,Microsoft 365,2026-01-03T19:00,98,Success,293,0,Primary Repository
BKP-6047,File Services,2026-03-27T21:00,89,Success,687,0,Primary Repository
BKP-6048,Linux Servers,2026-02-11T09:00,73,Success,201,0,AWS Backup Vault
BKP-6049,File Services,2026-05-31T04:00,144,Success,774,0,Immutable Repository
BKP-6050,AWS RDS,2026-04-13T22:00,43,Success,484,0,SaaS Backup
BKP-6051,Linux Servers,2026-07-04T09:00,98,Success,756,0,SaaS Backup
BKP-6052,Microsoft 365,2026-05-08T22:00,63,Success,59,0,SaaS Backup
BKP-6053,Windows Servers,2026-03-16T04:00,96,Success,659,0,Immutable Repository
BKP-6054,Windows Servers,2026-01-22T10:00,135,Success,431,0,Immutable Repository
BKP-6055,Active Directory,2026-02-07T23:00,126,Success,91,0,SaaS Backup
BKP-6056,Active Directory,2026-05-19T17:00,35,Success,411,0,SaaS Backup
BKP-6057,AWS RDS,2026-06-24T13:00,159,Success,739,0,SaaS Backup
BKP-6058,AWS RDS,2026-06-30T21:00,70,Success,142,0,Immutable Repository
BKP-6059,Microsoft 365,2026-02-05T10:00,153,Success,481,0,AWS Backup Vault
BKP-6060,File Services,2026-02-03T16:00,83,Success,398,0,Primary Repository
BKP-6061,Windows Servers,2026-06-28T10:00,92,Success,324,0,SaaS Backup
BKP-6062,AWS RDS,2026-06-13T15:00,62,Success,82,0,SaaS Backup
BKP-6063,Linux Servers,2026-06-30T06:00,64,Success,392,0,Primary Repository
BKP-6064,File Services,2026-04-02T22:00,62,Success,806,0,AWS Backup Vault
BKP-6065,Active Directory,2026-05-13T06:00,88,Success,125,0,AWS Backup Vault
BKP-6066,Microsoft 365,2026-03-15T07:00,76,Success,444,0,Immutable Repository
BKP-6067,File Services,2026-02-10T16:00,45,Success,176,0,SaaS Backup
BKP-6068,Linux Servers,2026-01-14T21:00,154,Success,356,0,AWS Backup Vault
BKP-6069,File Services,2026-03-02T21:00,56,Success,20,1,Immutable Repository
BKP-6070,PKI,2026-07-08T00:00,146,Success,282,0,Primary Repository
BKP-6071,Linux Servers,2026-01-22T08:00,109,Success,251,0,AWS Backup Vault
BKP-6072,AWS RDS,2026-02-10T03:00,51,Success,601,0,Primary Repository
BKP-6073,Windows Servers,2026-04-23T05:00,72,Success,218,0,Primary Repository
BKP-6074,File Services,2026-03-20T06:00,49,Success,564,1,SaaS Backup
BKP-6075,Microsoft 365,2026-04-15T18:00,101,Success,656,0,Primary Repository
BKP-6076,AWS RDS,2026-02-01T02:00,113,Success,283,0,SaaS Backup
BKP-6077,Active Directory,2026-06-07T01:00,79,Success,552,0,Primary Repository
BKP-6078,Active Directory,2026-01-14T00:00,156,Success,269,0,Immutable Repository
BKP-6079,Microsoft 365,2026-02-20T04:00,32,Success,723,0,AWS Backup Vault
